地区名,クラブ名,クラブ名（カタカナ）,選択肢（地区名：クラブ名：クラブ名（カタカナ））,R7年度登録クラブ,R8年度登録申請状況,R8年度登録申請_タイムスタンプ,R8年度登録申請_タイムスタンプyyyymmddHHMMSS,申請_タイムスタンプ,申請_メールアドレス,申請_クラブ名_選択,申請_届出_書類_(選択時必須),申請_クラブ名_テキスト,申請_法人格,申請_代表者名,申請_設立日,申請_東京チェック,申請_区市町村名,申請_住所,申請_建物名(任意),申請_申請担当者名,申請_申請担当者役職,申請_TEL,申請_FAX(任意),申請_申請種別,申請_適合状況(1)①,申請_適合状況(1)②,申請_適合状況(1)③,申請_適合状況(1)④,申請_適合状況(2)⑤,申請_適合状況(3)⑥,申請_適合状況(3)⑦,申請_会員_未就_男_数,申請_会員_未就_女_数,申請_会員_未就_不_数,申請_会員_小_男_数,申請_会員_小_女_数,申請_会員_小_不_数,申請_会員_中_男_数,申請_会員_中_女_数,申請_会員_中_不_数,申請_会員_高_男_数,申請_会員_高_女_数,申請_会員_高_不_数,申請_会員_20s_男_数,申請_会員_20s_女_数,申請_会員_20s_不_数,申請_会員_30s_男_数,申請_会員_30s_女_数,申請_会員_30s_不_数,申請_会員_40s_男_数,申請_会員_40s_女_数,申請_会員_40s_不_数,申請_会員_50s_男_数,申請_会員_50s_女_数,申請_会員_50s_不_数,申請_会員_60s_男_数,申請_会員_60s_女_数,申請_会員_60s_不_数,申請_会員_70s_男_数,申請_会員_70s_女_数,申請_会員_70s_不_数,申請_年会_未就_男_数,申請_年会_未就_女_数,申請_年会_未就_不_数,申請_年会_小_男_数,申請_年会_小_女_数,申請_年会_小_不_数,申請_年会_中_男_数,申請_年会_中_女_数,申請_年会_中_不_数,申請_年会_高_男_数,申請_年会_高_女_数,申請_年会_高_不_数,申請_年会_20s_男_数,申請_年会_20s_女_数,申請_年会_20s_不_数,申請_年会_30s_男_数,申請_年会_30s_女_数,申請_年会_30s_不_数,申請_年会_40s_男_数,申請_年会_40s_女_数,申請_年会_40s_不_数,申請_年会_50s_男_数,申請_年会_50s_女_数,申請_年会_50s_不_数,申請_年会_60s_男_数,申請_年会_60s_女_数,申請_年会_60s_不_数,申請_年会_70s_男_数,申請_年会_70s_女_数,申請_年会_70s_不_数,申請_種目_アーチェリー,申請_種目_アイスホッケー,申請_種目_アメフト,申請_種目_インディアカ,申請_種目_ウエイトリフティング,申請_種目_ウォーキング,申請_種目_エアロビック,申請_種目_オリエンテーリング,申請_種目_親子リトミック,申請_種目_カーリング,申請_種目_カヌー,申請_種目_空手道,申請_種目_弓道,申請_種目_近代五種,申請_種目_キンボール,申請_種目_グラウンド・ゴルフ,申請_種目_クレー射撃,申請_種目_ゲートボール,申請_種目_健康体操,申請_種目_剣道,申請_種目_ゴルフ,申請_種目_サッカー,申請_種目_山岳,申請_種目_自転車競技,申請_種目_銃剣道,申請_種目_柔道,申請_種目_少林寺拳法,申請_種目_新体操,申請_種目_水泳,申請_種目_スキー・スノボ,申請_種目_スクーバ,申請_種目_スケート,申請_種目_クライミング,申請_種目_チャンバラ,申請_種目_吹矢,申請_種目_相撲,申請_種目_セーリング,申請_種目_ソフトテニス,申請_種目_ソフトバレー,申請_種目_ソフトボール,申請_種目_太極拳,申請_種目_体操,申請_種目_体操競技,申請_種目_卓球,申請_種目_ターゲット・バードゴルフ,申請_種目_ダンス,申請_種目_ダンススポーツ,申請_種目_チアダンス,申請_種目_チアリーディング,申請_種目_綱引,申請_種目_テニス,申請_種目_ドッジボール,申請_種目_トライアスロン,申請_種目_トランポリン,申請_種目_なぎなた,申請_種目_軟式野球,申請_種目_バイアスロン,申請_種目_バウンドテニス,申請_種目_馬術,申請_種目_バスケ,申請_種目_バドミントン,申請_種目_バレー,申請_種目_パワーリフティング,申請_種目_ハンドボール,申請_種目_パークゴルフ,申請_種目_ビーチバレー,申請_種目_フィトネス,申請_種目_フェンシング,申請_種目_武術太極拳,申請_種目_フットサル,申請_種目_フライングディスク,申請_種目_フラダンス,申請_種目_プロゴルフ,申請_種目_プロスキー,申請_種目_プロテニス,申請_種目_ペタンク,申請_種目_ボウリング,申請_種目_ボート,申請_種目_ボクシング,申請_種目_ホッケー,申請_種目_ボブスレー,申請_種目_野球,申請_種目_ヨガ,申請_種目_ライフル射撃,申請_種目_ラグビー,申請_種目_ランニング,申請_種目_陸上,申請_種目_レスリング,申請_種目_ローラースポーツ,申請_種目_3B体操,申請_種目_その他,申請_種目_その他_数(選択時必須),申請_種目_その他_テキスト(選択時必須),申請_指導者_アーチェリー,申請_指導者_アイスホッケー,申請_指導者_アメフト,申請_指導者_ウエイトリフティング,申請_指導者_エアロビック,申請_指導者_オリエンテーリング,申請_指導者_カーリング,申請_指導者_カヌー,申請_指導者_空手道,申請_指導者_弓道,申請_指導者_グラウンド・ゴルフ,申請_指導者_クレー射撃,申請_指導者_ゲートボール,申請_指導者_剣道,申請_指導者_ゴルフ,申請_指導者_サッカー,申請_指導者_山岳,申請_指導者_自転車競技,申請_指導者_銃剣道,申請_指導者_柔道,申請_指導者_新体操,申請_指導者_水泳,申請_指導者_スキー・スノボ,申請_指導者_スクーバ,申請_指導者_スケート,申請_指導者_クライミング,申請_指導者_相撲,申請_指導者_セーリング,申請_指導者_ソフトテニス,申請_指導者_ソフトボール,申請_指導者_体操,申請_指導者_体操競技,申請_指導者_卓球,申請_指導者_ダンススポーツ,申請_指導者_チアダンス,申請_指導者_チアリーディング,申請_指導者_綱引,申請_指導者_テニス,申請_指導者_ドッジボール,申請_指導者_トライアスロン,申請_指導者_トランポリン,申請_指導者_なぎなた,申請_指導者_軟式野球,申請_指導者_バイアスロン,申請_指導者_バウンドテニス,申請_指導者_馬術,申請_指導者_バスケ,申請_指導者_バドミントン,申請_指導者_バレー,申請_指導者_パワーリフティング,申請_指導者_ハンドボール,申請_指導者_フェンシング,申請_指導者_フットサル,申請_指導者_プロゴルフ,申請_指導者_プロスキー,申請_指導者_プロテニス,申請_指導者_ボウリング,申請_指導者_ボート,申請_指導者_ボクシング,申請_指導者_ホッケー,申請_指導者_ボブスレー,申請_指導者_ライフル射撃,申請_指導者_ラグビー,申請_指導者_陸上,申請_指導者_レスリング,申請_マネジャー_配置状況,申請_マネジャー_マネ資格_数,申請_マネジャー_アシマネ資格_数,申請_事務局_マネ資格_数,申請_事務局_アシマネ資格_数,申請_規約_改定有無,申請_規約_改定時議事録_書類(選択時必須),申請_規約_改定前規約_書類(選択時必須),申請_規約_提出有無,申請_規約_書類(選択時必須),申請_役員名簿_提出有無,申請_役員名簿_種類(選択時必須),申請_役員名簿_書類(選択時必須),申請_事業計画_決議機関名称,申請_事業計画_決議日,申請_事業計画_書類,申請_事業計画_議事録_書類,申請_予算_決議機関名称,申請_予算_決議日,申請_予算_書類,申請_予算_議事録_書類,申請_事業報告_提出有無,申請_事業報告_決議機関名称(選択時必須),申請_事業報告_決議日(選択時必須),申請_事業報告_事業報告_書類(選択時必須),申請_事業報告_議事録_書類(選択時必須),申請_決算_提出有無,申請_決算_決議機関名称(選択時必須),申請_決算_決議日(選択時必須),申請_決算_書類(選択時必須),申請_決算_議事録_書類(選択時必須),申請_自己点検シート_書類,申請_自己説明_書類
多摩市,桜美林大学総合型地域スポーツクラブ,オウビリンダイガクソウゴウガタチイキスポーツクラブ,多摩市 : 桜美林大学総合型地域スポーツクラブ : オウビリンダイガクソウゴウガタチイキスポーツクラブ,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
稲城市,特定非営利活動法人iクラブ（稲城総合型地域スポーツクラブ）,トクテイヒエイリカツドウホウジン　アイクラブ　（イナギソウゴウガタチイキスポーツクラブ）,稲城市 : 特定非営利活動法人iクラブ（稲城総合型地域スポーツクラブ） : トクテイヒエイリカツドウホウジン　アイクラブ　（イナギソウゴウガタチイキスポーツクラブ）,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
羽村市,一般社団法人はむら総合型スポーツクラブはむすぽ,イッパンシャダンホウジン　ハムラソウゴウガタスポーツクラブハムスポ,羽村市 : 一般社団法人はむら総合型スポーツクラブはむすぽ : イッパンシャダンホウジン　ハムラソウゴウガタスポーツクラブハムスポ,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あきる野市,一般社団法人あきる野総合スポーツクラブ「ASport(アスポルト)」,イッパンシャダンホウジン　アキルノソウゴウスポーツクラブ　「アスポルト」,あきる野市 : 一般社団法人あきる野総合スポーツクラブ「ASport(アスポルト)」 : イッパンシャダンホウジン　アキルノソウゴウスポーツクラブ　「アスポルト」,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
あきる野市,五日市総合型地域スポーツクラブ,イツカイチソウゴウガタチイキスポーツクラブ,あきる野市 : 五日市総合型地域スポーツクラブ : イツカイチソウゴウガタチイキスポーツクラブ,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西東京市,西東京市総合型地域スポーツクラブ・にしはらスポーツクラブ,ニシトウキョウシソウゴウガタチイキスポーツクラブ・ニシハラスポーツクラブ,西東京市 : 西東京市総合型地域スポーツクラブ・にしはらスポーツクラブ : ニシトウキョウシソウゴウガタチイキスポーツクラブ・ニシハラスポーツクラブ,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西東京市,一般社団法人 ココスポ東伏見,イッパンシャダンホウジン　ココスポヒガシフシミ,西東京市 : 一般社団法人 ココスポ東伏見 : イッパンシャダンホウジン　ココスポヒガシフシミ,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
瑞穂町,ミズホ笑夢（エム）スポーツクラブ,ミズホエムスポーツクラブ,瑞穂町 : ミズホ笑夢（エム）スポーツクラブ : ミズホエムスポーツクラブ,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日の出町,日の出町総合型地域スポーツ・文化クラブ「ひのでまちくらぶ」,ヒノデマチソウゴウガタチイキスポーツ・ブンカクラブ「ヒノデマチクラブ」,日の出町 : 日の出町総合型地域スポーツ・文化クラブ「ひのでまちくらぶ」 : ヒノデマチソウゴウガタチイキスポーツ・ブンカクラブ「ヒノデマチクラブ」,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
檜原村,ひのはらスポレククラブ,ヒノハラスポレククラブ,檜原村 : ひのはらスポレククラブ : ヒノハラスポレククラブ,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大島町,地域スポーツ文化交流クラブＯｓｈｉｍａ,チイキスポーツブンカコウリュウクラブオオシマ,大島町 : 地域スポーツ文化交流クラブＯｓｈｉｍａ : チイキスポーツブンカコウリュウクラブオオシマ,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
利島村,利島村体育協会,トシマムラタイイクキョウカイ,利島村 : 利島村体育協会 : トシマムラタイイクキョウカイ,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新島村,新島地域スポーツクラブ,ニイジマチイキスポーツクラブ,新島村 : 新島地域スポーツクラブ : ニイジマチイキスポーツクラブ,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
神津島村,神津島スポーツクラブ,コウヅシマスポーツクラブ,神津島村 : 神津島スポーツクラブ : コウヅシマスポーツクラブ,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八丈町,八丈町スポーツクラブ,ハチジョウマチスポーツクラブ,八丈町 : 八丈町スポーツクラブ : ハチジョウマチスポーツクラブ,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小笠原村,父島フットボールクラブ,チチジマフットボールクラブ,小笠原村 : 父島フットボールクラブ : チチジマフットボールクラブ,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新宿区,東京チッキー＆クラちゃんクラブ,トウキョウチッキーアンドクラチャンクラブ,テスト用 : 東京チッキー＆クラちゃんクラブ,0,1,2025-06-05 17:29:33.531,20250605172933,2025-06-05 17:29:33.531,coordinator@tokyo-sports.or.jp,テスト用 : 東京チッキー＆クラちゃんクラブ,,東京チッキー＆クラちゃんクラブ,法人格を持っていない（任意団体）,チキ山クラ蔵,2021-07-26,所在している（東京都のクラブである）,新宿区,霞ヶ丘町4-2,Japan Sport Olympic Square 9階,クラ本チキ太,事務局長,03-6804-1472,03-6804-1472,新規（R7年度には登録していない）,適合している,適合している,適合している,適合している,適合している,適合している,適合している,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,定期的に行っている,10.0,"囲碁ボール,カローリング,グラウンドゴルフ,スカイクロス,スポーツウエルネス吹矢,タスポニー,トリットボール,フーバ,棒サッカー,水合戦",配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,配置している,1.0,2.0,3.0,4.0,前年度は申請していない,,,提出する,https://drive.google.com/open?id=1_es6vLb1uq2xAiqnUNI8eME6IUTZLUWS,提出する,クラブ会員・（一般社団法人等における）社員等の議決権を持つ会員の名簿,https://drive.google.com/open?id=1RTWkAB9QdETcJmu1PsEGv9tNpm9Zi9CR,総会,2025-05-08,https://drive.google.com/open?id=1iYMj7PrNC2jFn-P4cnqUZfBiqTRkjawE,https://drive.google.com/open?id=15nJ3n3tUsJSuToogpGrYPnjnMKwlVFbH,総会,2025-05-08,https://drive.google.com/open?id=1fWHIGiNNjefkxJX9czARkwMxF53h2kdq,https://drive.google.com/open?id=1XBgJM5tiDsdie-UTggJvXnCyVwNjFC4Y,提出する,総会,2025-05-08,https://drive.google.com/open?id=1dWkUfGBXt8g20G-js9JbgjgNviscgFB_,https://drive.google.com/open?id=19wsHq4jcF3jWwYfoV3qltHgjG5YWruaR,提出する,総会,2025-05-08,https://drive.google.com/open?id=1wDnVccXVJ-MNRTYHS3TUNyNIgCLqUWmp,https://drive.google.com/open?id=1X_sQVjSM763vQyU7Qkw18WYNReBhGKiq,https://drive.google.com/open?id=174kysKtn0z66jXgghSJDKiktFwXiEvLU,https://drive.google.com/open?id=1WtIPTzZ0DKGjSnbK7F1BKwo2_mrumuGU
